OBJECTID,Código del establecimiento,Nombre de la sede,Orden de la sede,Sector,Tipo de administración,Naturaleza jurídica,Dirección,Número telefónico,Número de fax,Correo electrónico,Página WEB,Calendario,Jornada,Nivel de atención,Tipo de discapacidad atendida,Tipo de talento especial,Grupo étnico atendido,Situación de conflicto atendida,Categoría por resultado pruebas SABER 11,Nombre Rector,Matriculados,Tasa de deserción escolar (%),Zona,Género,coord_x,coord_y
1071,311001089744,GIMNASIO HENRY FAYOL,A,No Oficial,Privado,Persona Natural,AK 15 # 135 B - 04,6265447,,gimnasiohenryfayol@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,FABIO ANDRES PARDO REYES,46,"5,88",Urbana,Mixto,"-74,04160724923146","4,718688676095309"
1073,311001104077,PREESCOLAR ALLEGRO,A,No Oficial,Privado,Persona Natural,CL 134 A # 11 - 09,2741624,2581663,allegropreescolarsas@hotmail.com / arsaniosjalima@hotmail.com,www.allegropreescolarsas.edu.co,A,Mañana,Preescolar,Cognitiva,,,,No Aplica,JALIMA DEL SOCORRO ARSANIOS TRONCOSO,28,0,Urbana,Mixto,"-74,03673132143004","4,714675194414655"
1074,311848000626,GIMNASIO CULTURAL LIBERTAD,A,No Oficial,Privado,Persona Natural,KR 7 A # 153 - 31,6745738,6745738,gimculiber@yahoo.com,http://gcl.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,B,PABLO ALEJANDRO CASALLAS JEREZ,367,"4,23",Urbana,Mixto,"-74,02565877796782","4,728797145982556"
1075,311001108366,JARDIN INFANTIL STANFORD,A,No Oficial,Privado,Sociedad,CL 134 A # 16 - 39,6157434,6157434 EXT 108,acorrea@jardininfantilstanford.edu.co / luzm.pulido@interasesores.edu.co,www.jardininfantilstanford.edu.co,A,Mañana,Preescolar,,,,,No Aplica,ANGELA CORREA CESPEDES,140,0,Urbana,Mixto,"-74,04420167540017","4,717659991576363"
1076,311848003714,JARDIN INFANTIL LAS PEQUEÑAS SEMILLAS,A,No Oficial,Privado,Persona Natural,CL 145 A # 17 - 46,6157979 / 3112308584,,laspequenassemillas@yahoo.com / lilimoon271@hotmail.com,www.laspequenassemillas.com,A,Mañana,Preescolar,,,,,No Aplica,EDNA LILIANA LUNA MUNOZ,67,No Aplica,Urbana,Mixto,"-74,04455215220996","4,727751173791119"
1077,311001046468,JARDIN INFANTIL LA CASITA DE SAMY,A,No Oficial,Privado,Persona Natural,KR 20 # 143 - 26,6333894 / 6250870 / 2580645,2747035,jilacasitadesamy123@hotmail.com,www.lacasitadesamy.edu.co,A,Mañana,Preescolar,Autismo,,,,No Aplica,MYRIAM QUIÑONES CASTELLANOS,77,0,Urbana,Mixto,"-74,04741474974547","4,725553051120025"
1078,311001079803,GIMNASIO SAN ANGELO,A,No Oficial,Privado,Sociedad,CL 142 # 18 A - 51 / CL 142 # 17 A - 34,6760873 / 6686555 / 2743191 / 2580662,2743191 / 6760675,mariaisabel-gsarectora@hotmail.com / marthabernal@gimnasiosanangelo.edu.co,www.gimnasiosanangelo.edu.co,A,Mañana,Preescolar,Auditiva / Cognitiva,,,,No Aplica,MARIA ISABEL ALVAREZ ISAZA,56,0,Urbana,Mixto,"-74,04459998300725","4,724160339468159"
1044,311001102775,COLEGIO BILINGUE DE LA UNIVERSIDAD DEL BOSQUE,A,No Oficial,Privado,Persona Natural,KR 7 B BIS # 132 - 11,6489000 Ext 1102 / 6489045,6489045,colegio.elbosque@unbosque.edu.co / neutagan@gmail.com,www.unbosque.edu.co,A,Mañana,Media,,,,,No Aplica,GERMAN AUGUSTO NEUTA GARZON,75,No Aplica,Urbana,Mixto,"-74,03083311083527","4,710539685134309"
1045,311848000286,GIMNASIO DE LOS CERROS,A,No Oficial,Privado,Corporación,CL 119 # 4 - 48,6576000,6576027,info@loscerros.edu.co / luisalbertoquintero@loscerros.edu.co / diegopenaloza@loscerros.edu.co,www.loscerros.edu.co,B,Única,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,EDUARDO MANRIQUE ANDRADE,681,0,Urbana,Masculino,"-74,02655065772124","4,694709895114522"
1046,311848003102,JARDIN INFANTIL PERIQUITO,A,No Oficial,Privado,Sociedad,CL 111 # 3 - 74,2152698 / 6197564,2133024,jardinperiquito@hotmail.com,,A,Mañana,Preescolar,Autismo,Capacidades Excepcionales,,,No Aplica,MARIA ISABEL DELGADO DE CUBIDES,233,0,Urbana,Mixto,"-74,03073482526173","4,68909163245763"
1047,311001096015,JARDIN DE INFANCIA PLAZA DE LOS NIÑOS,A,No Oficial,Privado,Sociedad,CL 103 # 14 - 34,2368977 / 6218557,6218557,plazadelosninos@gmail.com / administracion@plazadelosninos.com,www.plazadelosninos.com,A,Mañana,Preescolar,,,Raizal,,No Aplica,MARIA DEL PILAR SANCHEZ MORALES,3,No Aplica,Urbana,Mixto,"-74,04590520187742","4,687423299895635"
1049,311001039402,JARDIN INFANTIL MI PATO CUA CUA,A,No Oficial,Privado,Persona Natural,KR 18 A # 104 - 45,2364368 / 2561911 / 4782452,2364368 EXT 103,mipatocuacua@hotmail.com / academico@mipatocuacua.com / coordinacionmipatocuacua,www.mipatocuacua.com,B,Mañana,Preescolar,,,Afrocolombiano,,No Aplica,ADRIANA ISABEL MONDRAGON CORTES,34,No Aplica,Urbana,Mixto,"-74,05061768929774","4,690742211584358"
1050,311001104069,PREESCOLAR SANTA PAULA,A,No Oficial,Privado,Sociedad,KR 11 B # 119 - 10,2159255 / 2142448,2142448,preescolarsantapaula@hotmail.com / preescolarsantapaula@yahoo.com,www.preescolarsantapaula.com,A,Mañana,Preescolar,,,,,No Aplica,LUZ ANGELA PINEDA OVALLE,37,0,Urbana,Mixto,"-74,03682040286519","4,698532346169146"
1052,311001091021,JARDIN INFANTIL NIÑOS Y NIÑAS,A,No Oficial,Privado,Persona Natural,CL 104 # 19 A - 53,6129846 / 6206863,6206863,direccion.boysandgirls@yahoo.com / info@jardinboysandgirls.com,www.jardinboysandgirls.com,A,Única,Preescolar,,,,,No Aplica,No Aplica,0,No Aplica,Urbana,Mixto,"-74,0465536184259","4,69139953186218"
983,311001034362,COLEGIO SANTIAGO MAYOR,A,No Oficial,Privado,Sociedad,CL 175 # 72 - 20,4672566 / 4672565,7505502,info@colegiosantiagomayor.edu.co,www.colegiosantiagomyor.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,Capacidades Excepcionales,Afrocolombiano,,A,CARLOS EDGARDO DOMEC GALANTE,185,0,Urbana,Mixto,"-74,06305545280287","4,764848976429084"
984,311001109311,LICEO CRECER EL RENACER,A,No Oficial,Privado,Persona Natural,KR 105 C # 130 C - 08,6882782,,liceocrecerr@gmail.com,,A,Única,"Preescolar, Básica Primaria",,,Indígena / Afrocolombiano / Raizal,,No Aplica,LINA MARIA CUBILLOS H.,37,0,Urbana,Mixto,"-74,10219132172355","4,7335579191486845"
985,311001051305,JARDIN INFANTIL LA CASITA DEL BOSQUE DE SUBA,A,No Oficial,Privado,Persona Natural,KR 95 A # 138 - 58 EDIF COMUNAL,4740891 / 6628945,6828945,brigittemayerly72@hotmail.com,www.lacasitadelbosque.com,A,Mañana,Preescolar,,,,,No Aplica,BRIGITTE MAYERLY MARTINEZ VEGA,54,0,Urbana,Mixto,"-74,08835244868322","4,737645507378574"
988,311764004357,LICEO RIOBAMBA,A,No Oficial,Privado,Persona Natural,KR 95 # 132 D - 46,6940931 / 8048665 / 3123154564,8048665,liceoriobamba@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria",,,,,No Aplica,CAMILO TORRES MEJIA,267,0,Urbana,Mixto,"-74,09013004215396","4,733879745813383"
991,311001090840,COLEGIO ESCUELA LAS ALEJANDRITAS,A,No Oficial,Privado,Persona Natural,CL 136 A # 111 B - 06,6875803,,lasalejandritas@hotmail.com / sangabrielpossenti@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,NOHORA YAMILE BOLIVAR,138,"6,84",Urbana,Mixto,"-74,10357560311849","4,741744857284825"
992,311001102236,COLEGIO MARIO BENEDETTI,A,No Oficial,Privado,Persona Natural,KR 112 # 136 - 35,6875217,,colegiobenedetti@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,LUISA FERNANDA AGUACIA ROJAS,70,"2,5",Urbana,Mixto,"-74,1039153782983","4,741581868842842"
993,311001096911,COLEGIO MAYOR LEON JIMENEZ,A,No Oficial,Privado,Persona Natural,CL 133 # 111 - 03,6874980,,doritajimenez13@hotmail.com / colegiomayorleonjimenez@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,ALICIA JIMENEZ HERNANDEZ,15,No Aplica,Urbana,Mixto,"-74,10392543673453","4,739140169163153"
997,311001102465,COLEGIO NUESTRA SEÑORA DEL ROSARIO CAMPESTRE DE SUBA,A,No Oficial,Privado,Persona Natural,CL 148 # 95 - 91,6820314,,marcolegalrosarista@yahoo.com.co / therosarioschoolcampestre@gmail.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria",,,,,No Aplica,MARIA DEL ROSARIO BOSA VASCO,125,"0,57",Urbana,Mixto,"-74,08794601042452","4,740979003481617"
1000,311001096317,LICEO INFANTIL LOS ALMENDROS,A,No Oficial,Privado,Sociedad,KR 101 # 141 - 30,6805607 / 5390141,5357106,liceoinfantillosalmendros@gmail.com / liceobritanicocharlesdarwin@gmail.com,www.liceobritanicosuperior.com/losalmendros/,A,Mañana,Preescolar,,,,,No Aplica,ERIKA PATRICIA FALLA GUTIERREZ,133,"8,33",Urbana,Mixto,"-74,09268658187555","4,742989202284652"
1001,411769000089,COLEGIO MADRE PILAR IZQUIERDO,A,No Oficial,Privado,Comunidad Religiosa,KR 92 # 150 A - 96,6922623,6850891,colegiomadrepilarz@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",Cognitiva,,,,No Aplica,HNA NIDIA ARGUELLO VARGAS,206,"3,84",Urbana,Femenino,"-74,08336468691714","4,747496983307807"
1002,311001091439,JARDIN INFANTIL LA CASITA DE LA PRADERA,A,No Oficial,Privado,Persona Natural,KR 101 A # 152 A-74,6825921,,docelopez@yahoo.com,,A,Mañana,Preescolar,,,,,No Aplica,DORIS LOPEZ SERNA,18,0,Urbana,Mixto,"-74,08917282164172","4,752336732571541"
1004,411769000119,COLEGIO MILITAR ANTONIO NARIÑO,A,No Oficial,Privado,Sociedad,KR 92 # 157 - 44,6815068 / 6820932,6802462,colegiomilitara@yahoo.com / colmilitarnarino@yahoo.es,www.colegiomilitarantonionarino.edu.co,A,Mañana,"Básica Primaria, Básica Secundaria, Media",,,,,A,SEGISMUNDO SANCHEZ GUERRERO,529,"0,36",Urbana,Mixto,"-74,07938928605205","4,753406194072679"
1140,311001035857,COLEGIO DE SALERNO,A,No Oficial,Privado,Persona Natural,CL 2 B # 5 - 78,2332579 / 2335560,5706357,salerno222@hotmail.com / salerno248@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,C,LUZ MARINA NEIRA VELOSA,355,"0,34",Urbana,Mixto,"-74,07834157374967","4,58964535824852"
1141,311001097216,COLEGIO DE INTEGRACION ESCOLAR LUZ Y VIDA,A,No Oficial,Privado,Persona Natural,KR 8 # 6 B - 38,7042925 / 2805215,2800868,colegiointegracionluzyvida@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",Auditiva / Visual / Motora / Cognitiva / Múltiple,,Indígena / ROM,,No Aplica,MELBA LUCIA MURILLO ARISTIZABAL,159,0,Urbana,Mixto,"-74,0791710762864","4,593266124365142"
1142,311001092435,CENTRO EDUCATIVO LIBERTAD,A,No Oficial,Privado,Sociedad,CL 7 # 3 - 37,2802713,3280883,colegioinnovacion2011@gmail.com / directoracel@hotmail.com / celcolvero@gmail.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria",Otra,,,,No Aplica,SANDRA ROCIO RAMIREZ,257,0,Urbana,Mixto,"-74,07399091874262","4,592981797473545"
1143,311001028486,CENTRO SAGRADO CORAZON,A,No Oficial,Privado,Comunidad Religiosa,CL 6 D # 3 A - 32,3331241 / 3330639 / 3336260,3330630,csccorazon@hotmail.com / cscorazon@yahoo.com.ar,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,EDELMA JEANNETTE RODRIGUEZ GONZALEZ,184,"0,50",Urbana,Femenino,"-74,07439989743696","4,5926083070380965"
1147,311001091269,JARDIN INFANTIL UNIANDES,A,No Oficial,Privado,Corporación,CL 18 # 1 - 65,3324335 / 3394949,,jardin@uniandes.edu.co,www.jardin.uniandes.edu.co,A,Mañana,Preescolar,,,,,No Aplica,TERESA YADIRA BOLIVAR RINCON,42,No Aplica,Urbana,Mixto,"-74,06701630635024","4,600936328016804"
1148,311001091561,JARDIN INFANTIL TORRECITAS DEL SABER,A,No Oficial,Privado,Persona Natural,KR 2 # 16 A - 38,3000774,,torrecitasdelsaber@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,CLAUDIA I. ECHEVERRIA CASTILLO,34,0,Urbana,Mixto,"-74,06699813433036","4,599850269844152"
1092,311848003463,COLEGIO DE LAS RR ESCLAVAS DEL SAGRADO CORAZON DE JESUS,A,No Oficial,Privado,Comunidad Religiosa,CL 175 # 20 A - 26,6718716 / 6718570,6793806,colesclavas@colegioesclavas.edu.co,www.colegioesclavas.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",Visual / Motora / Otra,,,,A+,JUAN JAIRO LAVERDE LOPEZ,665,0,Urbana,Mixto,"-74,04281430919053","4,7567994040634956"
1093,311001010781,COLEGIO CALASANZ,A,No Oficial,Privado,Comunidad Religiosa,KR 20 A # 173 A - 10,6780942 / 6725701 / 6698835 / 36,6698836,colegiocalasanz@ccb.edu.co / rectoria@ccb.edu.co / mbernal@ccb.edu.co,www.ccb.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",Visual / Motora,,,,No Aplica,SANDRA PATRICIA ARCINIEGAS RODRIGUEZ,1048,0,Urbana,Mixto,"-74,04246843983984","4,754528045118302"
1095,311848002351,COLEGIO SANTA FRANCISCA ROMANA,A,No Oficial,Privado,Comunidad Religiosa,CL 151 # 16 - 40,5939898 / 5939890,5261680,csfr@csfr.edu.co / maherrera@csfr.edu.co / emhenriquez@csfr.edu.co / larango@csfr.edu.co,www.csfr.edu.co,B,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,GLORIA CONSTANZA GUZMAN RODRIGUEZ,866,0,Urbana,Femenino,"-74,041815147236","4,732981265143735"
1097,311848002459,COLEGIO CLAUSTRO MODERNO,A,No Oficial,Privado,Sociedad,KR 7 # 174 - 80,6711079,6697707,asisrectoria@claustromoderno.edu.co / contacto@claustromoderno.edu.co,www.claustromoderno.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",Auditiva / Autismo / Múltiple,,,,A+,JORGE ALEJANDRO MEDELLIN BECERRA,605,0,Urbana,Mixto,"-74,02207419815025","4,754111508837511"
1099,311001107556,GIMNASIO PIERRE FAURE,A,No Oficial,Privado,Sociedad,KR 15 BIS # 188 A - 11,5272352 / 6729396,,gimnpierrefaure@hotmail.com,www.gimnpierrefaure.edu.co,A,Única,"Preescolar, Básica Primaria",,,Afrocolombiano,,No Aplica,YANETT RODRIGUEZ COY,190,No Aplica,Urbana,Mixto,"-74,03553409802333","4,7659610322393124"
1100,311001036489,CENTRO SANTA MARIA,A,No Oficial,Privado,Fundación,KR 11 # 185 B - 17,8050428 / 6714440,8050428,centrosantamaria84@hotmail.com / mjzuleta@csm.edu.co,,A,Única,"Preescolar, Básica Primaria",,,,,No Aplica,MARIA CECILIA HENAO DE BRIGARD,250,0,Urbana,Mixto,"-74,03418660892748","4,762955473356069"
1103,311001027722,GIMNASIO FIDEL CANO,A,No Oficial,Privado,Persona Natural,CL 23 # 81 D - 11,2636875 / 4298492,4298492,secretaria@gfc.edu.co,www.gfc.edu.co,A,Mañana,"Básica Primaria, Básica Secundaria, Media",,Capacidades Excepcionales,,,A+,MARIA EULALIA NARANJO LANDINEZ,155,0,Urbana,Mixto,"-74,1258823131322","4,6658594373399875"
1107,311001097186,COLEGIO NIÑOS DE COLOMBIA,A,No Oficial,Privado,Persona Natural,KR 72 # 23 - 24 MZ B1,4160948 / 4299601,4299601,colegioninoscolombia@gmail.com,,A,Mañana,Preescolar,,,,,No Aplica,MARTHA YANETH ORDUZ AGUILAR,40,0,Urbana,Mixto,"-74,11686187212187","4,658509474576309"
1113,311001108382,JARDIN INFANTIL NIÑOS MAGICOS,A,No Oficial,Privado,Persona Natural,CL 22 J # 100 - 78,2670058,,ninosmagicos@gmail.com,,A,Completa / Mañana,Preescolar,,,,,No Aplica,JUAN CAMILO MONCADA SUTACHAN,52,0,Urbana,Mixto,"-74,13951217066378","4,678982796548421"
1114,311279000396,COLEGIO PARROQUIAL SAN JOSE DE FONTIBON,A,No Oficial,Privado,Comunidad Religiosa,KR 100 # 24 - 60,4133127 / 2670452,2670452,secretaria@colegioparroquialsanjose.edu.co / administradora@colegioparroquialsanjose.edu.co,www.colegioparroquialsanjose.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A,AMELIA CERVERA CHAUX,1036,"0,10",Urbana,Mixto,"-74,13340800871373","4,681420226401704"
1119,311279000370,COLEGIO TERESITA DE LISIEUX,A,No Oficial,Privado,Comunidad Religiosa,TV 96 B # 20 D - 51,2986988 / 2670801 / 7561556,2670801,rectoria@colegioteresitadelisieux.edu.co / secretaria@ctl.edu.co / rectoria@ctl.edu.co,www.ctl.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",Auditiva,,Afrocolombiano,,A+,HNA SOR MIGDALY MAZO GUZMAN,424,0,Urbana,Mixto,"-74,13749547890207","4,671081668343907"
1123,311001094535,JARDIN INFANTIL LA CRAYOLA MAGICA,A,No Oficial,Privado,Persona Natural,CL 17 A # 96 C - 63,2670276,4131253,lacrayolamagicajuegos@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,MAGDA CECILIA ROJAS GUTIERREZ,77,0,Urbana,Mixto,"-74,14219074292346","4,6690344725635455"
1125,311001100616,JARDIN INFANTIL LA TIA DE PILLY,A,No Oficial,Privado,Persona Natural,KR 112 # 16 H - 20,2989435 / 5421837 / 4159896,4159896,jardinlatiapilly@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,MARIA DEL PILAR ARISTIZABAL TRIANA,38,0,Urbana,Mixto,"-74,15356374500041","4,678844207027965"
1129,311279001384,INSTITUTO INFANTIL LA ESPERANZA,A,No Oficial,Privado,Persona Natural,KR 108 # 18 B - 18,5489747,2671423,iilaesperanza@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,MARIA JUDITH CASTRO LICHTS,414,"1,52",Urbana,Mixto,"-74,1480634970597","4,679289871176009"
1131,311279000876,COLEGIO PSICOPEDAGOGICO DE FONTIBON,A,No Oficial,Privado,Persona Natural,CL 17 B # 107 - 52,4154468 / 4154597 / 2675002,4154468,cayaherre@hotmail.com,www.colsicopedagogicofontibon.edu.co,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,NOHORA PATRICIA HERRERA RUIZ,342,"2,84",Urbana,Mixto,"-74,14926223143269","4,678358665835807"
1133,411001086561,LICEO MARANATA,A,No Oficial,Privado,Corporación,DG 98 SUR # 5 I -52 ESTE,7632616 / 7733952,7613325,maranata@007mundo.com / maranata@etb.net.co,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A,TOMASA RIVAS GIRON,492,"0,95",Urbana,Mixto,"-74,10360881024128","4,492677453475567"
1135,311001095507,FUNDACION GOTA DE LECHE,A,No Oficial,Privado,Fundación,KR 9 # 20 - 42,3413167 / 3414579,3414579,fungotadeleche@etb.net.co,www.gotadeleche.org,A,Mañana,Preescolar,,,,,No Aplica,MARIA ELENA SANTOS,132,No Aplica,Urbana,Mixto,"-74,07215124000766","4,607471089533033"
1137,311001005451,INSTITUTO DE BACHILLERATO TECNICO COMERCIAL PITAGORAS,A,No Oficial,Privado,Persona Natural,KR 5 # 11 - 67,5665677 / 3429092,5665677,pitagoras@pitagoras.edu.co,www.pitagoras.edu.co,A,Mañana,"Básica Secundaria, Media",,,,,B,YOLANDA ARIAS CRUZ,154,"2,98",Urbana,Mixto,"-74,07339088276039","4,597779409407149"
1138,311001001391,LICEO JULIO CESAR GARCIA,A,No Oficial,Privado,Corporación,CL 12 # 3 - 50,2433430 / 5664445 / 5664442,2433430,liceo@ugc.edu.co,www.ugc.edu.co,A,Mañana,"Básica Secundaria, Media",Motora,,Indígena / Afrocolombiano,,A,ROSALBA OSORIO CARDONA,261,"0,84",Urbana,Mixto,"-74,07147213072086","4,5973655619948275"
1139,311001038058,LICEO BETHESDA,A,No Oficial,Privado,Comunidad Religiosa,CL 2 # 9 - 42,5618545 / 5618546,5618546,itcb@cmb.org / itcb@cmb.org.co,www.cmb.org.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,Indígena,,B,LIGDA GOMEZ SANCHEZ,344,"4,04",Urbana,Mixto,"-74,0828915631216","4,590909919570402"
1152,311001000891,COLEGIO INTEGRAL ERVID,A,No Oficial,Privado,Persona Natural,KR 15 # 54 A - 29,4679659 / 2495416 / 6099854,,col_ernestovidales@hotmail.com,www.fundacionpedagogicaervid.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A,BEATRIZ DELGADO GOMEZ,222,"1,30",Urbana,Mixto,"-74,06727203784702","4,6426380791283535"
1155,311001042489,HOGAR PSICOPEDAGOGICO LOS PASTORCITOS,A,No Oficial,Privado,Persona Natural,KR 28 BIS # 51 - 24,2493953,,luzmarina_432@hotmail.com,,A,Mañana,Preescolar,Motora / Cognitiva,,,,No Aplica,No Aplica,0,No Aplica,Urbana,Mixto,"-74,07766854336238","4,640617751229501"
1159,311001105766,COLEGIO CENTRO DE APLICACION PEDAGOGICA - CEDAP,A,No Oficial,Privado,Persona Natural,KR 21 # 56 - 24,3458205 / 2491838 / 3163598445,2491838,cedap@gmail.com / coordinaciongeneralcedap@live.com / cedapdirector@live.com,,A,Mañana / Nocturna,Básica Primaria / Básica Secundaria / Media,,,,,No Aplica,RAUL EDUARDO MONTAÑA MARTINEZ,26,No Aplica,Urbana,Mixto,"-74,07118876255437","4,644603345229078"
1160,311001051551,JARDIN BILINGUE NUESTRA CREATIVIDAD,A,No Oficial,Privado,Sociedad,KR 18 # 54 - 74,2496104 / 4787798,2498344,nuestracreatividad@gmail.com,www.jardinbilinguenuestracreatividad.com,A,Mañana,Preescolar,,,,,No Aplica,GINA CONSTANZA RODRIGUEZ LESMES,31,0,Urbana,Mixto,"-74,0693926709753","4,643066366564925"
1079,311001108811,PREESCOLAR TIM - TEORIA DE INTELIGENCIAS MULTIPLES,A,No Oficial,Privado,Persona Natural,KR 20 # 140 - 22,6276323 / 2168093 / 8051191,8051191,directora@timkindergarden.com / asistentedireccion@timkindergarden.com,www.timkindergarden.com,A,Mañana,Preescolar,Cognitiva,,,,No Aplica,MONICA ELENA HURTADO RODRIGUEZ,18,No Aplica,Urbana,Mixto,"-74,0476733244101","4,723924809930934"
1083,311001108391,GIMNASIO PEDAGOGICO ANDES,A,No Oficial,Privado,Persona Natural,CL 159 # 21 - 62,6681211,6681211 / 6777732,jardingpa@hotmail.com / pauespinosah@hotmail.com / indiramarielly@hotmail.com,www.gimnasiopedagogicoandes.com,A,Completa,Preescolar,,,,,No Aplica,LUZ MARY HERNANDEZ BARBOSA,20,0,Urbana,Mixto,"-74,0465758175932","4,7395326028865545"
1086,311001091943,COLEGIO INFANTIL ESPIGUITAS DORADAS,A,No Oficial,Privado,Sociedad,KR 7 B # 188 - 08,6711294,2862384 EXT 101 / 3422771,espiguitasdo@telmex.net.co / ana2005seg@yahoo.es / espiguitas@gmail.com,,A,Mañana,Preescolar,,,,,No Aplica,DIANA LUCIA REYES ALFONSO,14,0,Urbana,Mixto,"-74,02853737000699","4,764888446268311"
1087,311001098701,GIMNASIO LAS PALMAS,A,No Oficial,Privado,Sociedad,CL 186 # 8 - 84,6774611 / 5263474,5101083,gerencia@gimnasiolaspalmas.edu.co / gimnasiopalmas@gmail.com / rectoria@gimnasiolaspalmas.edu.co,www.gimnasiolaspalmas.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,GUTTEMBERG DE JESUS BOHORQUEZ,343,0,Urbana,Mixto,"-74,02963589192015","4,76311884437062"
1088,311769002290,GIMNASIO LA ARBOLEDA,A,No Oficial,Privado,Sociedad,KR 32 # 184 - 23,6690107 / 5101476 / 5109824,6690129,academica@gimnasiolaarboleda.edu.co / rectoria@gimnasiolaarboleda.edu.co,www.gimnasiolaarboleda.edu.co,B,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",Cognitiva,,,,A+,MARTHA ISABELA FRANCO ALBIS,177,0,Urbana,Mixto,"-74,03071420263774","4,76107011421703"
1089,311001095701,INSTITUTO AMERICANO DEL NORTE,A,No Oficial,Privado,Persona Natural,KR 8 C # 182 - 41,6723393 / 8004677,2780618 / 7142264,iante85@yahoo.es / jennyhh80@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",Motora / Cognitiva,,,Desplazado,No Aplica,JENNY HERNANDEZ HERRERA,204,"2,39",Urbana,Mixto,"-74,03023964063945","4,7595744507666"
1190,311001006784,GIMNASIO LOS CIPRESES,A,No Oficial,Privado,Sociedad,CL 69 A # 9 - 62,3475908,5437506,omep_colombia@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,B,GRACIELA RODRIGUEZ POVEDA,66,0,Urbana,Mixto,"-74,05919549982487","4,653828627969034"
1191,311001002070,COLEGIO JORDAN DE SAJONIA,A,No Oficial,Privado,Comunidad Religiosa,KR 1 # 68 - 50,7561011,7561011 EXT 9,colegio@jordandesajonia.edu.co / imeldaburitica@jordandesajonia.edu.co,www.jordandesajonia.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,OSCAR EDUARDO GUAYAN PERDOMO,1286,"1,70",Urbana,Mixto,"-74,0521482379805","4,649077019508378"
1192,311001004706,COLEGIO DEL SAGRADO CORAZON DE JESUS BETHLEMITAS,A,No Oficial,Privado,Comunidad Religiosa,KR 7 # 65 - 42,3479700,3479700,info@bethlemitasbogota.edu.co,www.bethlemitasbogota.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",Cognitiva,,,,A+,MADRE CIELO MORENO CALDERON,1234,0,Urbana,Mixto,"-74,05828897843062","4,649199994461321"
1194,311001031134,JARDIN INFANTIL CARRUSEL,A,No Oficial,Privado,Persona Natural,KR 6 # 57 - 33,2350350,2350350,nuestrocarrusel@hotmail.com,www.actiweb.es/jardincarrusel/,A,Mañana,Preescolar,,,,,No Aplica,EDELMIRA PIAMBA RUIZ,46,0,Urbana,Mixto,"-74,06155264140114","4,642739351491382"
1197,311001087440,COLEGIO FILADELFIA,A,No Oficial,Privado,Asociación,CL 62 # 7 - 63,4608686,2485980,colfiladelfia@yahoo.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,JAIME ALBERTO AYALA CARDONA,157,0,Urbana,Mixto,"-74,06097965459041","4,647240943345883"
1198,311001017336,LICEO SAN JORGE,A,No Oficial,Privado,Persona Natural,CL 55 # 10 - 25,2482173 / 2482898,2482898,lsj48@hotmail.com,www.liceosanjorge.com,A,Mañana,Básica Primaria,,,,,No Aplica,CARLINA MORENO DE CORONADO,53,0,Urbana,Mixto,"-74,06397476171519","4,641738768410404"
