OBJECTID,Código del establecimiento,Nombre del establecimiento,Código de la sede,Nombre de la sede,Orden de la sede,Sector,Tipo de administración,Naturaleza jurídica,Dirección,Número telefónico,Número de fax,Correo electrónico,Página WEB,Calendario,Jornada,Nivel de atención,Modelo educativo,Proyecto pedagógico,Tipo de discapacidad atendida,Tipo de talento especial,Grupo étnico atendido,Situación de conflicto atendida,Beneficiarios refrigerio escolar,Beneficiarios comida caliente,Beneficiarios ruta escolar,Beneficiarios subsidio transporte,Usuarios programa “Al colegio en BICI”,Categoría por resultado pruebas SABER 11,Tasa de deserción escolar (%),Zona,Género,coord_x,coord_y
565,111001014958,COLEGIO CLEMENCIA HOLGUIN DE URDANETA (IED),111001014958,CLEMENCIA HOLGUIN DE URDANETA,A,Oficial,Distrital,Oficial,CL 30 SUR # 18 - 25,2722128 / 2786778,2390692,rectoriaclemhol@gmail.com,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,,Desplazado,0,597,94,31,35,B,"7,29",Urbana,Mixto,"-74,11093181086041","4,579502785065106"
566,111001102091,COLEGIO COLOMBIA VIVA (IED),111001102091,NESTOR FORERO ALCALA,A,Oficial,Distrital,Oficial,KR 5 A # 48 M - 50 SUR,7710171 / 7710216 / 7697157 / 7697158 / 7697167,7697167 / 7697157 / 7697158,iedcolombiaviv@redp.edu.co / colcolombiaviva18@gmail.com,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,40x40,,,,Desplazado,2040,0,0,37,0,C,"0,64",Urbana,Mixto,"-74,10760525414189","4,5534722773636025"
567,111001041611,COLEGIO DIANA TURBAY (IED),111001041611,DIANA TURBAY I,A,Oficial,Distrital,Oficial,DG 48 Z SUR # 4 B - 10,7710171 / 7710216,7710216,,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,,,2040,0,39,1,0,No Aplica,No Aplica,Urbana,Mixto,"-74,10969682856735","4,5471192411333226"
568,111001041611,COLEGIO DIANA TURBAY (IED),111001087815,DIANA TURBAY II,B,Oficial,Distrital,Oficial,CL 49 SUR # 2 - 15,7710213 / 7720007 / 7713217,7713217,,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,1076919882792","4,545286285394706"
569,111001041611,COLEGIO DIANA TURBAY (IED),111001104175,AYACUCHO,C,Oficial,Distrital,Oficial,KR 1 A ESTE # 48 Z - 52 SUR,7722968,,,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,10689201336587","4,5436485539455616"
570,111001014664,COLEGIO EL LIBERTADOR (IED),111001014664,EL LIBERTADOR,A,Oficial,Distrital,Oficial,CL 32 SUR # 24 B - 20,7274840 / 7201198,2032618,cedellibertador18@redp.edu.co / collibertador@gmail.com,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Otro,,,,Afrocolombiano,Desplazado,2361,0,437,137,29,B,0,Urbana,Mixto,"-74,11609866255817","4,584483608014246"
571,111001014664,COLEGIO EL LIBERTADOR (IED),111001014672,MANUEL MURILLO TORO,B,Oficial,Distrital,Oficial,CL 33 SUR # 31 - 10,7274840,7274840,cedellibertador18@redp.edu.co / collibertador@gmail.com,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional / Otro,,,,,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,11760602482514","4,5884060898655"
572,111001014664,COLEGIO EL LIBERTADOR (IED),111001014656,JUAN DEL RIZZO,C,Oficial,Distrital,Oficial,TV 26 A # 29 - 33 SUR,2027213,2027213,cedellibertador18@redp.edu.co / collibertador@gmail.com,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional / Otro,,,,,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,1133590830126","4,586617440261642"
573,111001030015,COLEGIO ENRIQUE OLAYA HERRERA (IED),111001030015,ENRIQUE OLAYA HERRERA,A,Oficial,Distrital,Oficial,KR 10 # 31 - 29 SUR,3614200 / 3614147 / 3002071231,3614200,cedenriqueolayahe18@redp.edu.co / colenriqueolaya@gmail.com,www.colegioenriqueolayaherrera.edu.co,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,40x40,,,,,4166,0,396,710,0,B,"10,2",Urbana,Mixto,"-74,10200885861796","4,5685355628561535"
574,111001027332,COLEGIO GUSTAVO RESTREPO (IED),111001027332,GUSTAVO RESTREPO,A,Oficial,Distrital,Oficial,CL 28 SUR # 14 - 51,3662125 / 2727202 / 2721002,3662125 EXT 101,coldigustavorestre18@redp.edu.co / colgustavorestrepo18ied@gmail.com,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,40x40,Visual / Cognitiva,,,,2277,0,426,336,26,B,"5,07",Urbana,Mixto,"-74,10599946796081","4,575295448532782"
575,111001027332,COLEGIO GUSTAVO RESTREPO (IED),111001015130,JOSE ACEVEDO Y GOMEZ,B,Oficial,Distrital,Oficial,KR 13 A # 26 - 17 SUR,2392383,2392383,coldigustavorestre18@redp.edu.co / colgustavorestrepo18ied@gmail.com,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,40x40,Cognitiva,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,10299281838296","4,577193928377867"
576,111001027332,COLEGIO GUSTAVO RESTREPO (IED),111001106810,GABRIEL TURBAY,C,Oficial,Distrital,Oficial,TV 12 B # 15 - 07 SUR,2788096,2788096,coldigustavorestre18@redp.edu.co / colgustavorestrepo18ied@gmail.com,,A,Mañana / Tarde,Básica Secundaria,Otro,40x40,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,09478653848095","4,5821038168938495"
577,111001036765,COLEGIO JOSE MARTI (IED),111001036765,LUIS LOPEZ DE MESA,A,Oficial,Distrital,Oficial,DG 32 A SUR # 14 A - 97,2722260 / 21721940 / 3726662 / 3613624,2399016 / 2722260,iedjosemarti@redp.edu.co / coljosemarti@gmail.com-renegaa@gmail.com,www.iedjosemarti.net,A,Mañana / Tarde / Única,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,40x40,Auditiva / Visual / Motora / Cognitiva,,ROM / Afrocolombiano,Desplazado,1950,420,351,7,0,C,"0,27",Urbana,Mixto,"-74,11161469396971","4,572568978867064"
578,111001036765,COLEGIO JOSE MARTI (IED),111001018112,NAZARETH,B,Oficial,Distrital,Oficial,DG 32 B SUR # 15 C - 25 - SEDE ADMINISTRATIVA,2722260 / 2721940 / 2399016,2399016,iedjosemarti@redp.edu.co / coljosemarti@gmail.com,www.iedjosemarti.net,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria,Preescolar Escolarizado / Educación Tradicional,40x40,Auditiva / Visual / Motora / Cognitiva,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,11309797240392","4,574195436899978"
579,111001036765,COLEGIO JOSE MARTI (IED),111001017981,GRANJAS SAN PABLO,C,Oficial,Distrital,Oficial,DG 36 A SUR # 14 B - 31,3662969,,iedjosemarti@redp.edu.co,www.iedjosemarti.net,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,40x40,Visual / Cognitiva,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,11624938099823","4,571384925254538"
589,111001028380,COLEGIO PALERMO SUR (IED),111001028380,PALERMO SUR,A,Oficial,Distrital,Oficial,KR 2 B # 49 D - 41 SUR,7697168 / 2799508,7697168,cedpalermosur18@redp.edu.co / cedpalermosur18@gmail.com,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,,,1365,0,0,3,0,No Aplica,"4,09",Urbana,Mixto,"-74,10991611002315","4,542899248729741"
590,111001012815,COLEGIO QUIROGA ALIANZA (IED),111001012815,QUIROGA ALIANZA,A,Oficial,Distrital,Oficial,KR 23 # 35 - 20 SUR,2727097 / 7142264 / 3043997153,2780618 / 7142264,cedquirogaalianza18@redp.edu.co / colquirogaalianza18@gmail.com,,A,Mañana / Tarde,Básica Primaria / Básica Secundaria / Media,Educación Tradicional / Aceleración del Aprendizaje,,,,,,1359,0,117,40,70,B,"7,45",Urbana,Mixto,"-74,11705176339653","4,579256828003471"
591,111001012815,COLEGIO QUIROGA ALIANZA (IED),111001014583,GABRIELA MISTRAL,B,Oficial,Distrital,Oficial,KR 24 B # 38 - 00 SUR,7142264 / 2798256,2780618,cedquirogaalianza18@redp.edu.co / colquirogaalianza18@gmail.com,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,,Cognitiva,,Raizal,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,1206098006924","4,58153293161408"
592,111001012971,COLEGIO RAFAEL DELGADO SALGUERO (IED),111001012971,GENERAL PAEZ,A,Oficial,Distrital,Oficial,KR 26 B # 35 B - 47,7271937 / 2020955 / 7270741,7271937,escdigeneralpaez18@redp.edu.co,www.colegiorafaeldelgado.edu.co,A,Única,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Auditiva / Visual,,Afrocolombiano,Desplazado,1028,0,153,19,41,B,"9,11",Urbana,Mixto,"-74,12040041328113","4,585044860474941"
593,111001012971,COLEGIO RAFAEL DELGADO SALGUERO (IED),111001014605,MATER ADMIRABILIS,B,Oficial,Distrital,Oficial,CL 40 SUR # 31 ? 81,2302998 / 7271937,,escdigeneralpaez18@redp.edu.co,www.colegiorafaeldelgado.edu.co,A,Única,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Auditiva / Visual,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,12539368800813","4,5870667102719676"
594,111001012971,COLEGIO RAFAEL DELGADO SALGUERO (IED),111001110680,ESCUELA HOGAR BRAVO PAEZ,C,Oficial,Distrital,Oficial,CL 35 A SUR # 25 A - 27,7271937,,escdigeneralpaez18@redp.edu.co,www.colegiorafaeldelgado.edu.co,A,Única,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,11918913842675","4,5835525742327565"
595,111001011029,COLEGIO REINO DE HOLANDA (IED),111001011029,REINO DE HOLANDA,A,Oficial,Distrital,Oficial,TV 16 D # 46 - 35 SUR,2795097 / 2794760,7698982,cedreinodeholanda18@redp.edu.co / colreinodeholanda18@gmail.com,,A,Mañana / Tarde / Noche,Básica Primaria / Básica Secundaria / Media,Educación Tradicional / Educación para Jóvenes en Extraedad y Adultos,,,,Afrocolombiano,Desplazado / Desvinculado / Hijo Desmovilizado,2777,0,0,20,0,B,"0,12",Urbana,Mixto,"-74,12216190804367","4,568180918074344"
596,111001011029,COLEGIO REINO DE HOLANDA (IED),111001018091,MARCO FIDEL SUAREZ,B,Oficial,Distrital,Oficial,DG 46 SUR # 12 F - 30,2799250,7698982,cedreinodeholanda18@redp.edu.co,,A,Mañana / Tarde,Básica Primaria,Educación Tradicional,,,,Afrocolombiano,Desplazado / Hijo Desmovilizado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,11541135524608","4,567422151891082"
597,111001011029,COLEGIO REINO DE HOLANDA (IED),111001107824,PARROQUIAL SAN JUDAS TADEO,D,Oficial,Distrital,Oficial,TV 13 G # 45 G - 25 SUR,2797630,7698982,cedreinodeholanda18@redp.edu.co / colreinodeholanda18@gmail.com,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,12164906344123","4,568742254059835"
536,111001102172,COLEGIO JULIO GARAVITO ARMERO (IED),111001015091,MUZU II,C,Oficial,Distrital,Oficial,KR 52 # 37 - 05 SUR,2708028,7411127,iedjulio@redp.edu.co,,A,Mañana / Tarde,Básica Secundaria,Educación Tradicional,,Cognitiva,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,1299291677916","4,601763064829451"
537,111001006122,COLEGIO LA MERCED (IED),111001006122,LA MERCED,A,Oficial,Distrital,Oficial,CL 13 # 42 A - 51,2688281 / 3407336 / 2688056 / 2444707 / 3043997150,5660980,cedlamerced16@redp.edu.co,www.colegiolamerced.edu.co / www.colegio.redp.edu.co/lamerced16,A,Mañana / Tarde / Noche,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Educación para Jóvenes en Extraedad y Adultos,,,,,,3795,0,0,765,0,A,"4,36",Urbana,Femenino / Mixto,"-74,10133325545573","4,621444317673871"
538,111001065056,COLEGIO LUIS CARLOS GALAN SARMIENTO (IED),111001065056,LUIS CARLOS GALAN SARMIENTO,A,Oficial,Distrital,Oficial,CL 1 B # 52 A - 02,7200700 / 7273060 / 7273060 / 7277804,7273060,coldiluiscarlosgal16@redp.edu.co / coluiscarlosgalan@gmail.com,www.colegio.redp.edu.co/juliogaravito,A,Mañana / Tarde,Básica Primaria / Básica Secundaria / Media,Educación Tradicional,,,,,,1605,0,0,38,0,A,"1,17",Urbana,Mixto,"-74,11869934908609","4,611721704667597"
539,111001065056,COLEGIO LUIS CARLOS GALAN SARMIENTO (IED),111001033855,LA PONDEROSA,B,Oficial,Distrital,Oficial,DG 2 # 47 - 59,7276765,7138124,coldiluiscarlosgal16@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,11795262630278","4,611843797870912"
540,111001014869,COLEGIO LUIS VARGAS TEJADA (IED),111001014869,LUIS VARGAS TEJADA,A,Oficial,Distrital,Oficial,KR 52 C # 19 A - 76 SUR,2707260 / 2383695 / 7411089,7411089,coldiluisvargastej16@redp.edu.co,www.colegio.redp.edu.co/luisvargastejada,A,Mañana / Tarde,Básica Primaria / Básica Secundaria / Media,Educación Tradicional,,,,,,1145,0,0,11,0,A,"1,72",Urbana,Mixto,"-74,12541023317902","4,609453474980168"
541,111001014869,COLEGIO LUIS VARGAS TEJADA (IED),111001014851,JOHN F KENNEDY,B,Oficial,Distrital,Oficial,KR 52 D # 24 - 50 SUR,2707260,2707260 / 2610214,coldiluisvargastej16@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Otra,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,12750717054676","4,608398806807724"
542,111001014826,COLEGIO MARCO ANTONIO CARREÑO SILVA (IED),111001014826,EL REMANSO,A,Oficial,Distrital,Oficial,CL 17 B SUR # 34 A - 21,2776950 / 7276747,7272251,escdimarcoantonioc16@redp.edu.co,www.colegio.redp.edu.co/marcoantoniocarr,A,Mañana / Tarde,Preescolar / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Motora / Cognitiva / Autismo / Múltiple,,,,1296,0,0,35,0,B,"13,6",Urbana,Mixto,"-74,11217560921963","4,597361911347015"
543,111001014826,COLEGIO MARCO ANTONIO CARREÑO SILVA (IED),111001012131,MARCO ANTONIO CARREÑO SILVA,B,Oficial,Distrital,Oficial,CL 1 # 34 B - 20,2776950,7272251,escdimarcoantonioc16@redp.edu.co,,A,Mañana / Tarde,Básica Primaria,Educación Tradicional,,Cognitiva,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,10922021481697","4,603016689506281"
544,111001014826,COLEGIO MARCO ANTONIO CARREÑO SILVA (IED),111001012998,JORGE GAITAN CORTES,C,Oficial,Distrital,Oficial,KR 32 C # 1 D - 10,3752216,7272251,escdimarcoantonioc16@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Cognitiva,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,1069078560542","4,602766892938101"
616,111001096555,COLEGIO CIUDAD BOLIVAR - ARGENTINA (IED),111001096555,CIUDAD BOLIVAR,A,Oficial,Distrital,Oficial,CL 70 SUR # 56 - 45,7152774 / 7157106,7157106,cedciudadbolivar19@redp.edu.co / auramariahiguerae@gmail.com,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Motora / Cognitiva / Autismo,,Afrocolombiano,Desplazado,2152,0,0,21,0,C,"0,57",Urbana,Mixto,"-74,16522431396953","4,5782426020002704"
617,111001096555,COLEGIO CIUDAD BOLIVAR - ARGENTINA (IED),111001045721,ARGENTINA LA NUEVA,B,Oficial,Distrital,Oficial,CL 72 SUR # 47 B - 09,7314158 / 7310657,7310657,cedciudadbolivar19@redp.edu.co / auramariahiguerae@gmail.com,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Cognitiva,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,16228188674798","4,573336301943852"
618,111001028266,COLEGIO CIUDAD DE MONTREAL (IED),111001028266,CIUDAD DE MONTREAL,A,Oficial,Distrital,Oficial,KR 17 B # 64 B - 45 SUR,7913793,7913793,cedciudaddemontre19@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria,Preescolar Escolarizado / Educación Tradicional,,,,,,887,0,0,3,0,No Aplica,0,Urbana,Mixto,"-74,1382796201102","4,553404224469102"
619,111001102130,COLEGIO COMPARTIR RECUERDO (IED),111001034754,COMPARTIR LUCERO ALTO,A,Oficial,Distrital,Oficial,CL 69 SUR # 18 B - 35,7909907 / 08,7909908 EXT 102,colegiocer19@gmail.com / cedcompartirlucer19@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,40x40,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,14566305219512","4,548962438353907"
620,111001102130,COLEGIO COMPARTIR RECUERDO (IED),111001029599,EL RECUERDO,B,Oficial,Distrital,Oficial,DG 65 D SUR # 18 A - 04,7911639 / 7662784,7313223,colegiocer19@gmail.com / cedcompartirlucer19@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,40x40,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,1435127944254","4,5532762666348106"
621,111001102105,COLEGIO CONFEDERACION BRISAS DEL DIAMANTE (IED),111001086584,CONFEDERACION SUIZA,A,Oficial,Distrital,Oficial,KR 18 I # 69 D - 35 SUR,5687907 / 7911310 / 5685168,5685168,cedconfederacions19@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,40x40,,,,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,14832601083685","4,548075660883665"
622,111001102105,COLEGIO CONFEDERACION BRISAS DEL DIAMANTE (IED),111001075230,VILLAS DEL DIAMANTE,B,Oficial,Distrital,Oficial,DG 69 R SUR # 18 N - 06,7920554,,cedconfederacions19@redp.edu.co / cedconfederacionmanitas@yahoo.com,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,40x40,,,Indígena / Afrocolombiano / Raizal,Desplazado / Desvinculado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,15283674652582","4,550468845804178"
623,111001102105,COLEGIO CONFEDERACION BRISAS DEL DIAMANTE (IED),111001065307,LAS MANITAS,D,Oficial,Distrital,Oficial,CL 68 J SUR # 25 N - 15,7663183,,cedconfederacions19@redp.edu.co / cedconfederacionmanitas@yahoo.com,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,40x40,,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,15027764391073","4,5513603395200155"
624,111001107816,COLEGIO CUNDINAMARCA (IED),111001107816,CUNDINAMARCA,A,Oficial,Distrital,Oficial,CL 60 A SUR # 73 - 41,7194542 / 20 / 24,7194542 EXT 107,iedcundinamarca@redp.edu.co,www.colegiocundinamarca.edu.co,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,,,,,,0,2206,0,143,0,B,"6,84",Urbana,Mixto,"-74,16950725486875","4,590623518811211"
625,111001102164,COLEGIO EL MINUTO DE BUENOS AIRES (IED),111001086762,BUENOS AIRES,A,Oficial,Distrital,Oficial,CL 78 A SUR # 17 F - 26,7656801 / 9129283,,escdibuenosaires19@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Cognitiva,,,Desplazado / Desvinculado / Hijo Desmovilizado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,14016399542047","4,539543781880461"
626,111001102164,COLEGIO EL MINUTO DE BUENOS AIRES (IED),111001014508,MINUTO DE MARIA,B,Oficial,Distrital,Oficial,CL 80 A SUR # 17 N - 80,7909298,7909298 EXT 104,escdibuenosaires19@redp.edu.co,,A,Mañana / Tarde,Básica Primaria / Básica Secundaria / Media,Educación Tradicional,,Cognitiva,,,Desplazado / Desvinculado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,14214595831328","4,537239083569484"
627,111001045730,COLEGIO EL PARAISO DE MANUELA BELTRAN (IED),111001045730,MANUELA BELTRAN,A,Oficial,Distrital,Oficial,KR 45 C # 69 D - 15 SUR,7168781 / 7312296,7312296,escdimanuelabeltra19@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Cognitiva,,Indígena / Afrocolombiano,Desplazado,2789,0,0,8,0,B,"1,16",Urbana,Mixto,"-74,15773947286881","4,572494447366421"
628,111001045730,COLEGIO EL PARAISO DE MANUELA BELTRAN (IED),111001043893,EL PARAISO,B,Oficial,Distrital,Oficial,KR 46 A # 71 - 10 SUR,7167696,7167696,escdimanuelabeltra19@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Visual / Motora / Múltiple,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,16121593145878","4,57173253553087"
629,111001102113,COLEGIO EL TESORO DE LA CUMBRE (IED),111001033928,EL TESORO,A,Oficial,Distrital,Oficial,TV 18 H # 77 A - 95 SUR,7912755 / 7914612,7914612,escdieltesoro19@redp.edu.co,,A,Mañana / Tarde,Básica Primaria,Educación Tradicional / Aceleración del Aprendizaje,40x40,,,,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,14914973630798","4,53901616994853"
630,111001102113,COLEGIO EL TESORO DE LA CUMBRE (IED),111001093351,LA CUMBRE,B,Oficial,Distrital,Oficial,CL 78 D BIS SUR # 18 N - 23,7909014 / 7920458,7909014,escdieltesoro19@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,40x40,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,14923007533879","4,536528586292402"
631,111001102113,COLEGIO EL TESORO DE LA CUMBRE (IED),111001107131,SEDE C,C,Oficial,Distrital,Oficial,CL 81 SUR # 18 M - 02,7640233 / 7920458,,escdieltesoro19@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,40x40,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,14945526142094","4,535482442506331"
632,111001075663,COLEGIO ESTRELLA DEL SUR (IED),111001075663,ESTRELLA DEL SUR,A,Oficial,Distrital,Oficial,KR 17 P # 72 - 25 SUR,7910510 / 7651003 / 7914034,,coldiestrelladelsur19@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,,Desplazado,2428,0,29,6,0,C,"0,28",Urbana,Mixto,"-74,14250486850695","4,54486906569495"
633,111001075663,COLEGIO ESTRELLA DEL SUR (IED),111001104230,ESTRELLA DEL SUR,B,Oficial,Distrital,Oficial,CL 75 SUR # 18 B - 45,7653535,,coldiestrelladelsur19@redp.edu.co,,A,Mañana / Tarde,Básica Primaria / Básica Secundaria,Educación Tradicional,,,,,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,14446269995629","4,5420613121081415"
634,111001075663,COLEGIO ESTRELLA DEL SUR (IED),111001104248,ESTRELLA DEL SUR,C,Oficial,Distrital,Oficial,CL 74 A SUR # 18 - 23,7913139,,coldiestrelladelsur19@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,,,,,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,14255667345107","4,542999514393704"
